id,title,authors_id,referenced_works,related_works,cited_by_api_url
https://openalex.org/W2116504907,Supervised reconstruction of biological networks with local models,"['https://openalex.org/A5053413311', 'https://openalex.org/A5007814380', 'https://openalex.org/A5037864869']","['https://openalex.org/W1542652324', 'https://openalex.org/W1996920058', 'https://openalex.org/W2062649377', 'https://openalex.org/W2065304353', 'https://openalex.org/W2082875017', 'https://openalex.org/W2099862356', 'https://openalex.org/W2103453943', 'https://openalex.org/W2109715166', 'https://openalex.org/W2113654464', 'https://openalex.org/W2128817214', 'https://openalex.org/W2142237411', 'https://openalex.org/W2149310258', 'https://openalex.org/W2150926065', 'https://openalex.org/W2152568394', 'https://openalex.org/W2159944419', 'https://openalex.org/W2161444669', 'https://openalex.org/W2162422091', 'https://openalex.org/W2167869241', 'https://openalex.org/W2169805130', 'https://openalex.org/W2611370172']","['https://openalex.org/W2521885831', 'https://openalex.org/W2494457055', 'https://openalex.org/W2478888221', 'https://openalex.org/W2112534124', 'https://openalex.org/W2099991711', 'https://openalex.org/W2095452756', 'https://openalex.org/W2060724872', 'https://openalex.org/W1986505750', 'https://openalex.org/W1979360205', 'https://openalex.org/W15348386']",https://api.openalex.org/works?filter=cites:W2116504907
https://openalex.org/W1967689506,"On the layered nearest neighbour estimate, the bagged nearest neighbour estimate and the random forest method in regression and classification","['https://openalex.org/A5007814380', 'https://openalex.org/A5070394029']","['https://openalex.org/W1484867920', 'https://openalex.org/W1564947197', 'https://openalex.org/W1605688901', 'https://openalex.org/W1983805560', 'https://openalex.org/W1990493242', 'https://openalex.org/W2047081748', 'https://openalex.org/W2059507684', 'https://openalex.org/W2076713766', 'https://openalex.org/W2116520176', 'https://openalex.org/W2120240539', 'https://openalex.org/W2122111042', 'https://openalex.org/W2127895666', 'https://openalex.org/W2149446614', 'https://openalex.org/W2911964244', 'https://openalex.org/W3025495644', 'https://openalex.org/W4212883601', 'https://openalex.org/W4247705294', 'https://openalex.org/W4256561644']","['https://openalex.org/W4301894417', 'https://openalex.org/W4298294561', 'https://openalex.org/W3150250461', 'https://openalex.org/W3010022189', 'https://openalex.org/W2950259315', 'https://openalex.org/W2766331953', 'https://openalex.org/W2389185733', 'https://openalex.org/W1601656782', 'https://openalex.org/W1492447488', 'https://openalex.org/W1010129004']",https://api.openalex.org/works?filter=cites:W1967689506
https://openalex.org/W4300092722,Analysis of a Random Forests Model,['https://openalex.org/A5007814380'],[],"['https://openalex.org/W4245490552', 'https://openalex.org/W4225152035', 'https://openalex.org/W3002753104', 'https://openalex.org/W2911598644', 'https://openalex.org/W2142036596', 'https://openalex.org/W2077600819', 'https://openalex.org/W2061531152', 'https://openalex.org/W2007980826', 'https://openalex.org/W1979597421', 'https://openalex.org/W1587224694']",https://api.openalex.org/works?filter=cites:W4300092722
https://openalex.org/W2097769384,A weighted k-nearest neighbor density estimate for geometric inference,"['https://openalex.org/A5007814380', 'https://openalex.org/A5051247445', 'https://openalex.org/A5058957089', 'https://openalex.org/A5070394029', 'https://openalex.org/A5059238548']","['https://openalex.org/W1564947197', 'https://openalex.org/W1585160083', 'https://openalex.org/W1603733602', 'https://openalex.org/W1967320885', 'https://openalex.org/W1967452588', 'https://openalex.org/W1969447312', 'https://openalex.org/W1974574201', 'https://openalex.org/W1990989681', 'https://openalex.org/W1998951954', 'https://openalex.org/W2002079082', 'https://openalex.org/W2002225341', 'https://openalex.org/W2007273639', 'https://openalex.org/W2008318377', 'https://openalex.org/W2018501095', 'https://openalex.org/W2033034069', 'https://openalex.org/W2043847415', 'https://openalex.org/W2050913223', 'https://openalex.org/W2056334735', 'https://openalex.org/W2059992470', 'https://openalex.org/W2063776392', 'https://openalex.org/W2068191500', 'https://openalex.org/W2087917065', 'https://openalex.org/W2088779313', 'https://openalex.org/W2088877352', 'https://openalex.org/W2092998534', 'https://openalex.org/W2137295153', 'https://openalex.org/W2152828142', 'https://openalex.org/W2166024769', 'https://openalex.org/W2167354220', 'https://openalex.org/W2500745726', 'https://openalex.org/W3098412704', 'https://openalex.org/W3099495886', 'https://openalex.org/W3099807875', 'https://openalex.org/W3101477643', 'https://openalex.org/W3103403203', 'https://openalex.org/W4212780293', 'https://openalex.org/W4231019019', 'https://openalex.org/W4233293303', 'https://openalex.org/W4245557262', 'https://openalex.org/W4251002338']","['https://openalex.org/W42113618', 'https://openalex.org/W3197542402', 'https://openalex.org/W2971527398', 'https://openalex.org/W2645958880', 'https://openalex.org/W2380373129', 'https://openalex.org/W2140020064', 'https://openalex.org/W2103468410', 'https://openalex.org/W2086538707', 'https://openalex.org/W1856228368', 'https://openalex.org/W143502885']",https://api.openalex.org/works?filter=cites:W2097769384
https://openalex.org/W2963096189,Neural Random Forests,"['https://openalex.org/A5007814380', 'https://openalex.org/A5075232248', 'https://openalex.org/A5067022550']","['https://openalex.org/W13188192', 'https://openalex.org/W1484867920', 'https://openalex.org/W1564947197', 'https://openalex.org/W1587157779', 'https://openalex.org/W2015005801', 'https://openalex.org/W2025653905', 'https://openalex.org/W2029199047', 'https://openalex.org/W2039097516', 'https://openalex.org/W2061933243', 'https://openalex.org/W2081136789', 'https://openalex.org/W2110469359', 'https://openalex.org/W2131771566', 'https://openalex.org/W2148564254', 'https://openalex.org/W2162387923', 'https://openalex.org/W2216946510', 'https://openalex.org/W2220384803', 'https://openalex.org/W2294581849', 'https://openalex.org/W2787894218', 'https://openalex.org/W2911964244', 'https://openalex.org/W3099006712', 'https://openalex.org/W3120740533', 'https://openalex.org/W4231109964', 'https://openalex.org/W4236765470', 'https://openalex.org/W4292025355', 'https://openalex.org/W4297957988', 'https://openalex.org/W63453012']","['https://openalex.org/W4388550696', 'https://openalex.org/W4366990902', 'https://openalex.org/W4321636153', 'https://openalex.org/W4317732970', 'https://openalex.org/W4313289487', 'https://openalex.org/W4289884158', 'https://openalex.org/W4288365262', 'https://openalex.org/W2940614149', 'https://openalex.org/W2787485953', 'https://openalex.org/W2048488252']",https://api.openalex.org/works?filter=cites:W2963096189
https://openalex.org/W2066744638,Nonparametric Spatial Prediction,"['https://openalex.org/A5007814380', 'https://openalex.org/A5055953629']","['https://openalex.org/W1581653661', 'https://openalex.org/W1966276654', 'https://openalex.org/W1971939672', 'https://openalex.org/W2009395245', 'https://openalex.org/W2052113651', 'https://openalex.org/W2054194979', 'https://openalex.org/W2073701209', 'https://openalex.org/W2074894978', 'https://openalex.org/W2090373435', 'https://openalex.org/W2110873181', 'https://openalex.org/W2153277258', 'https://openalex.org/W2326628520', 'https://openalex.org/W3104600733', 'https://openalex.org/W3151617569', 'https://openalex.org/W629979766', 'https://openalex.org/W75971611']","['https://openalex.org/W4213213494', 'https://openalex.org/W3150099534', 'https://openalex.org/W3108435539', 'https://openalex.org/W3099875942', 'https://openalex.org/W3094429578', 'https://openalex.org/W2792861735', 'https://openalex.org/W2389678523', 'https://openalex.org/W2083374842', 'https://openalex.org/W2014773654', 'https://openalex.org/W2001164387']",https://api.openalex.org/works?filter=cites:W2066744638
https://openalex.org/W2116464185,Rates of Convergence of the Functional $k$-Nearest Neighbor Estimate,"['https://openalex.org/A5007814380', 'https://openalex.org/A5079817811', 'https://openalex.org/A5051793615']","['https://openalex.org/W1484867920', 'https://openalex.org/W1510073064', 'https://openalex.org/W1564947197', 'https://openalex.org/W1577469824', 'https://openalex.org/W1968436459', 'https://openalex.org/W1986280275', 'https://openalex.org/W2035457324', 'https://openalex.org/W2047278710', 'https://openalex.org/W2059507684', 'https://openalex.org/W2122111042', 'https://openalex.org/W2134876488', 'https://openalex.org/W4235461144', 'https://openalex.org/W4239022279', 'https://openalex.org/W4256561644', 'https://openalex.org/W4293747882']","['https://openalex.org/W4296589634', 'https://openalex.org/W4293569463', 'https://openalex.org/W2963476473', 'https://openalex.org/W2165957982', 'https://openalex.org/W2047294383', 'https://openalex.org/W2031593995', 'https://openalex.org/W2004145558', 'https://openalex.org/W1983139066', 'https://openalex.org/W1588483307', 'https://openalex.org/W1557987663']",https://api.openalex.org/works?filter=cites:W2116464185
https://openalex.org/W3110802511,SIRUS: Stable and Interpretable RUle Set for classification,"['https://openalex.org/A5074720838', 'https://openalex.org/A5007814380', 'https://openalex.org/A5089326051', 'https://openalex.org/A5075232248']","['https://openalex.org/W1544139368', 'https://openalex.org/W1623342295', 'https://openalex.org/W1670263352', 'https://openalex.org/W1875061881', 'https://openalex.org/W2026905436', 'https://openalex.org/W2033371754', 'https://openalex.org/W2045373010', 'https://openalex.org/W2047729457', 'https://openalex.org/W2048231652', 'https://openalex.org/W2055186664', 'https://openalex.org/W2082233060', 'https://openalex.org/W2084341220', 'https://openalex.org/W2107376270', 'https://openalex.org/W2109562042', 'https://openalex.org/W2111746072', 'https://openalex.org/W2118022153', 'https://openalex.org/W2120875792', 'https://openalex.org/W2135046866', 'https://openalex.org/W2151990594', 'https://openalex.org/W2152555393', 'https://openalex.org/W2162162988', 'https://openalex.org/W2187164964', 'https://openalex.org/W2282821441', 'https://openalex.org/W2341366677', 'https://openalex.org/W2367397349', 'https://openalex.org/W2744365997', 'https://openalex.org/W2910705748', 'https://openalex.org/W2911964244', 'https://openalex.org/W2952354376', 'https://openalex.org/W2962772482', 'https://openalex.org/W2977675538', 'https://openalex.org/W2998574808', 'https://openalex.org/W3037729706', 'https://openalex.org/W3098689300', 'https://openalex.org/W3099209317', 'https://openalex.org/W3102027041', 'https://openalex.org/W3102161834', 'https://openalex.org/W3110802511', 'https://openalex.org/W4212883601', 'https://openalex.org/W4212971335', 'https://openalex.org/W4230605228', 'https://openalex.org/W4234552994', 'https://openalex.org/W4234760406', 'https://openalex.org/W4235011515']","['https://openalex.org/W4388550696', 'https://openalex.org/W4366990902', 'https://openalex.org/W4361806667', 'https://openalex.org/W4321636153', 'https://openalex.org/W4317732970', 'https://openalex.org/W4313289487', 'https://openalex.org/W4293151273', 'https://openalex.org/W2905433371', 'https://openalex.org/W2368019753', 'https://openalex.org/W2333930193']",https://api.openalex.org/works?filter=cites:W3110802511
https://openalex.org/W2099484484,Estimation of Precipitation by Kriging in the EOF Space of theSea Level Pressure Field,"['https://openalex.org/A5007814380', 'https://openalex.org/A5026299709', 'https://openalex.org/A5082417191', 'https://openalex.org/A5081196702']","['https://openalex.org/W1485426748', 'https://openalex.org/W1570499650', 'https://openalex.org/W1963708143', 'https://openalex.org/W1967722715', 'https://openalex.org/W1977262392', 'https://openalex.org/W1980523248', 'https://openalex.org/W1990003776', 'https://openalex.org/W1998401086', 'https://openalex.org/W2022400050', 'https://openalex.org/W2024816070', 'https://openalex.org/W2026156015', 'https://openalex.org/W2027364672', 'https://openalex.org/W2033257654', 'https://openalex.org/W2068092239', 'https://openalex.org/W2080712057', 'https://openalex.org/W2094151346', 'https://openalex.org/W2094697813', 'https://openalex.org/W2094794852', 'https://openalex.org/W2096835869', 'https://openalex.org/W2125071077', 'https://openalex.org/W2161042290', 'https://openalex.org/W2175122838', 'https://openalex.org/W2499013147']","['https://openalex.org/W4213253493', 'https://openalex.org/W3200148366', 'https://openalex.org/W2358349144', 'https://openalex.org/W2357674930', 'https://openalex.org/W2161549781', 'https://openalex.org/W2130373311', 'https://openalex.org/W2099484484', 'https://openalex.org/W2080791248', 'https://openalex.org/W1987390828', 'https://openalex.org/W111602388']",https://api.openalex.org/works?filter=cites:W2099484484
https://openalex.org/W2082875017,Statistical inference on graphs,"['https://openalex.org/A5007814380', 'https://openalex.org/A5053413311']","['https://openalex.org/W1978076131', 'https://openalex.org/W1996920058', 'https://openalex.org/W2014902932', 'https://openalex.org/W2062712986', 'https://openalex.org/W2071223680', 'https://openalex.org/W2093747721', 'https://openalex.org/W2149310258', 'https://openalex.org/W2611370172', 'https://openalex.org/W3098965260', 'https://openalex.org/W4238284510', 'https://openalex.org/W4238472918', 'https://openalex.org/W4245623693']","['https://openalex.org/W618655101', 'https://openalex.org/W4321348134', 'https://openalex.org/W4286952477', 'https://openalex.org/W3134586934', 'https://openalex.org/W3000984192', 'https://openalex.org/W2964146318', 'https://openalex.org/W2954009223', 'https://openalex.org/W2186620206', 'https://openalex.org/W2103073163', 'https://openalex.org/W137830373']",https://api.openalex.org/works?filter=cites:W2082875017
https://openalex.org/W2066059053,"An affine invariant <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si10.gif"" display=""inline"" overflow=""scroll""><mml:mi>k</mml:mi></mml:math>-nearest neighbor regression estimate","['https://openalex.org/A5007814380', 'https://openalex.org/A5070394029', 'https://openalex.org/A5000058655', 'https://openalex.org/A5046164638']","['https://openalex.org/W1484867920', 'https://openalex.org/W1541343175', 'https://openalex.org/W1564947197', 'https://openalex.org/W1768518418', 'https://openalex.org/W1967689506', 'https://openalex.org/W1967830305', 'https://openalex.org/W1970800392', 'https://openalex.org/W1974290915', 'https://openalex.org/W1996584951', 'https://openalex.org/W1997744504', 'https://openalex.org/W2000415547', 'https://openalex.org/W2006022387', 'https://openalex.org/W2006879073', 'https://openalex.org/W2008418230', 'https://openalex.org/W2018330139', 'https://openalex.org/W2024969179', 'https://openalex.org/W2044072510', 'https://openalex.org/W2044523229', 'https://openalex.org/W2054270693', 'https://openalex.org/W2058124569', 'https://openalex.org/W2058989825', 'https://openalex.org/W2059155916', 'https://openalex.org/W2059507684', 'https://openalex.org/W2085571200', 'https://openalex.org/W2122111042', 'https://openalex.org/W2127415125', 'https://openalex.org/W2479413759', 'https://openalex.org/W2595612153', 'https://openalex.org/W3025495644', 'https://openalex.org/W4229597915', 'https://openalex.org/W4233413206', 'https://openalex.org/W4247705294', 'https://openalex.org/W4252602300', 'https://openalex.org/W4256561644']","['https://openalex.org/W4391375266', 'https://openalex.org/W2381972071', 'https://openalex.org/W2364151838', 'https://openalex.org/W2354159744', 'https://openalex.org/W2351539857', 'https://openalex.org/W2153677915', 'https://openalex.org/W2066926363', 'https://openalex.org/W2038416447', 'https://openalex.org/W2030549801', 'https://openalex.org/W128856181']",https://api.openalex.org/works?filter=cites:W2066059053
https://openalex.org/W2152020329,Sparse single-index model,"['https://openalex.org/A5079677136', 'https://openalex.org/A5007814380']","['https://openalex.org/W105626542', 'https://openalex.org/W138682821', 'https://openalex.org/W1481566577', 'https://openalex.org/W1484867920', 'https://openalex.org/W1511694993', 'https://openalex.org/W1528905581', 'https://openalex.org/W156419107', 'https://openalex.org/W1602551265', 'https://openalex.org/W1859987214', 'https://openalex.org/W1971713783', 'https://openalex.org/W1974801771', 'https://openalex.org/W1976709621', 'https://openalex.org/W1978930761', 'https://openalex.org/W1991143958', 'https://openalex.org/W2009689404', 'https://openalex.org/W2014384147', 'https://openalex.org/W2025320861', 'https://openalex.org/W2028119903', 'https://openalex.org/W2029469881', 'https://openalex.org/W2030676067', 'https://openalex.org/W2038845890', 'https://openalex.org/W2061933243', 'https://openalex.org/W2062714872', 'https://openalex.org/W2070059347', 'https://openalex.org/W2078339956', 'https://openalex.org/W2101718974', 'https://openalex.org/W2103459159', 'https://openalex.org/W2106706098', 'https://openalex.org/W2122385821', 'https://openalex.org/W2128985829', 'https://openalex.org/W2129887565', 'https://openalex.org/W2135046866', 'https://openalex.org/W2136175429', 'https://openalex.org/W2143555911', 'https://openalex.org/W2171029115', 'https://openalex.org/W2211925278', 'https://openalex.org/W2801830100', 'https://openalex.org/W2963142336', 'https://openalex.org/W3101040439', 'https://openalex.org/W3102654945', 'https://openalex.org/W3103576036', 'https://openalex.org/W340056678']","['https://openalex.org/W2911841387', 'https://openalex.org/W2803255289', 'https://openalex.org/W2550734047', 'https://openalex.org/W2341571017', 'https://openalex.org/W2176526134', 'https://openalex.org/W2047547195', 'https://openalex.org/W204175656', 'https://openalex.org/W1993992974', 'https://openalex.org/W1828158523', 'https://openalex.org/W1512294453']",https://api.openalex.org/works?filter=cites:W2152020329
https://openalex.org/W1570093865,COBRA: A combined regression strategy,"['https://openalex.org/A5007814380', 'https://openalex.org/A5043293860', 'https://openalex.org/A5070312562', 'https://openalex.org/A5060440195']","['https://openalex.org/W1484867920', 'https://openalex.org/W1564947197', 'https://openalex.org/W191102129', 'https://openalex.org/W2012935697', 'https://openalex.org/W2047114443', 'https://openalex.org/W2051177122', 'https://openalex.org/W2061933243', 'https://openalex.org/W2070971872', 'https://openalex.org/W2076258896', 'https://openalex.org/W2078339956', 'https://openalex.org/W2093994886', 'https://openalex.org/W2103459159', 'https://openalex.org/W2325803261', 'https://openalex.org/W273955616', 'https://openalex.org/W2964054022', 'https://openalex.org/W2997833137', 'https://openalex.org/W4233056867', 'https://openalex.org/W4249190976', 'https://openalex.org/W593611996']","['https://openalex.org/W4388213054', 'https://openalex.org/W4321367829', 'https://openalex.org/W4313160815', 'https://openalex.org/W4309301076', 'https://openalex.org/W2288767749', 'https://openalex.org/W2184572292', 'https://openalex.org/W2181913714', 'https://openalex.org/W2041704562', 'https://openalex.org/W1541412963', 'https://openalex.org/W1509119367']",https://api.openalex.org/works?filter=cites:W1570093865
https://openalex.org/W2128025294,On the rate of convergence of the bagged nearest neighbor estimate,"['https://openalex.org/A5007814380', 'https://openalex.org/A5079817811', 'https://openalex.org/A5051793615']","['https://openalex.org/W114693439', 'https://openalex.org/W1484867920', 'https://openalex.org/W1534477342', 'https://openalex.org/W1555033159', 'https://openalex.org/W1564947197', 'https://openalex.org/W1967320885', 'https://openalex.org/W1967689506', 'https://openalex.org/W1990493242', 'https://openalex.org/W2041439815', 'https://openalex.org/W2044523229', 'https://openalex.org/W2047081748', 'https://openalex.org/W2051325839', 'https://openalex.org/W2056963858', 'https://openalex.org/W2059507684', 'https://openalex.org/W2068852101', 'https://openalex.org/W2081454259', 'https://openalex.org/W2098374505', 'https://openalex.org/W2122111042', 'https://openalex.org/W2134876488', 'https://openalex.org/W2150555551', 'https://openalex.org/W2188723048', 'https://openalex.org/W2911964244', 'https://openalex.org/W2912934387', 'https://openalex.org/W3113221786']","['https://openalex.org/W4387323767', 'https://openalex.org/W2767646790', 'https://openalex.org/W2352041579', 'https://openalex.org/W2148189552', 'https://openalex.org/W2141585124', 'https://openalex.org/W2138381686', 'https://openalex.org/W2052515325', 'https://openalex.org/W2050948537', 'https://openalex.org/W1998176685', 'https://openalex.org/W1488006380']",https://api.openalex.org/works?filter=cites:W2128025294
https://openalex.org/W2043227116,Parameter Selection for Principal Curves,"['https://openalex.org/A5007814380', 'https://openalex.org/A5043293860']","['https://openalex.org/W1495578089', 'https://openalex.org/W1507545330', 'https://openalex.org/W1530584557', 'https://openalex.org/W1968512439', 'https://openalex.org/W1980768059', 'https://openalex.org/W1996268356', 'https://openalex.org/W2027888389', 'https://openalex.org/W2029012662', 'https://openalex.org/W2042383323', 'https://openalex.org/W2043811860', 'https://openalex.org/W2061904849', 'https://openalex.org/W2068792794', 'https://openalex.org/W2071128523', 'https://openalex.org/W2073455768', 'https://openalex.org/W2087258353', 'https://openalex.org/W2093453266', 'https://openalex.org/W2129657231', 'https://openalex.org/W2130405942', 'https://openalex.org/W2133487567', 'https://openalex.org/W2156568344', 'https://openalex.org/W2157191463', 'https://openalex.org/W2160911521', 'https://openalex.org/W2167059107', 'https://openalex.org/W2167121755', 'https://openalex.org/W2294798173', 'https://openalex.org/W3022552533', 'https://openalex.org/W4213251383', 'https://openalex.org/W4234610333', 'https://openalex.org/W4244416408', 'https://openalex.org/W4251232133', 'https://openalex.org/W4256418223']","['https://openalex.org/W4311458618', 'https://openalex.org/W2762036970', 'https://openalex.org/W2287062289', 'https://openalex.org/W2280482922', 'https://openalex.org/W219060608', 'https://openalex.org/W2162968378', 'https://openalex.org/W2156220498', 'https://openalex.org/W2075925377', 'https://openalex.org/W1972621397', 'https://openalex.org/W1967890210']",https://api.openalex.org/works?filter=cites:W2043227116
